English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
teamwork,"<img src=""teamwork.jpg"">",/ˈtiːm.wɜːk/,[sound:teamwork.mp3],sự làm việc nhóm,Our success is due to excellent {{c1::teamwork}} and dedication.,Sự phối hợp hoạt động của một nhóm người nhằm đạt được mục tiêu chung.,"The activity of working together in a group with other people, especially when this is successful.","promote teamwork, require teamwork, teamwork skills","Syn: collaboration, cooperation, joint effort. Ant: individual work",teamwork makes the dream work,"team (đội, nhóm) + work (làm việc)",Neutral (Phổ biến trong môi trường học thuật và doanh nghiệp).
full-time,"<img src=""full-time.jpg"">",/ˌfʊlˈtaɪm/,[sound:full-time.mp3],toàn thời gian,He finally found a {{c1::full-time}} job after months of searching.,Làm việc với số giờ tiêu chuẩn đầy đủ (thường là khoảng 40 giờ một tuần).,Done for the whole of a working week.,"full-time job, full-time employment, study full-time","Syn: permanent, whole-time. Ant: part-time, temporary",at full time (hết giờ),full (đầy đủ) + time (thời gian),Neutral (Thuật ngữ phổ biến trong tuyển dụng và công việc).
employment,"<img src=""employment.jpg"">",/ɪmˈplɔɪ.mənt/,[sound:employment.mp3],"việc làm, sự thuê mướn",The government is trying to increase {{c1::employment}} in rural areas.,"Trạng thái có công ăn việc làm trả lương, hoặc hành động thuê ai đó làm việc.","The state of having a paid job, or the act of employing someone.","full employment, find employment, employment contract","Syn: job, work, occupation. Ant: unemployment",conditions of employment,employ (thuê) + -ment (hậu tố danh từ),"Neutral đến Formal (Thường xuất hiện trong văn bản hành chính, thống kê kinh tế)."
graduation,"<img src=""graduation.jpg"">",/ˌɡrædʒ.uˈeɪ.ʃən/,[sound:graduation.mp3],"sự tốt nghiệp, lễ tốt nghiệp",My family came to celebrate my university {{c1::graduation}}.,Việc hoàn thành khóa học tại trường đại học hoặc trung học và nhận bằng tốt nghiệp.,The fact of finishing a degree or course and receiving a certificate.,"graduation ceremony, college graduation, after graduation","Syn: commencement, convocation. Ant: matriculation",graduation day,graduate (tốt nghiệp) + -ation (hậu tố danh từ hành động/trạng thái),"Neutral (Rất phổ biến trong đời sống học sinh, sinh viên)."
academic,"<img src=""academic.jpg"">",/ˌæk.əˈdem.ɪk/,[sound:academic.mp3],"thuộc học thuật, lý thuyết",Students must maintain high {{c1::academic}} standards to keep their scholarships.,"Liên quan đến trường học, học tập và nghiên cứu lý thuyết hơn là thực hành.","Relating to schools, colleges, and universities, or connected with studying and thinking.","academic year, academic performance, academic research","Syn: scholarly, educational, intellectual. Ant: practical, vocational",academic freedom,Gốc từ Academy (học viện) + -ic (hậu tố tính từ),"Neutral đến Formal (Thường dùng trong môi trường giáo dục, đại học)."
carefully,"<img src=""carefully.jpg"">",/ˈkeə.fəl.i/,[sound:carefully.mp3],một cách cẩn thận,Please listen {{c1::carefully}} to the instructions before starting.,Làm việc gì đó với sự chú ý cao độ để tránh sai sót hoặc nguy hiểm.,"With great attention to detail, safety, or correctness.","choose carefully, listen carefully, watch carefully","Syn: cautiously, meticulously, attentively. Ant: carelessly, recklessly",tread carefully,care (quan tâm) + -ful (đầy) + -ly (trạng từ),Neutral (Từ vựng cơ bản dùng hằng ngày).
excessive,"<img src=""excessive.jpg"">",/ekˈses.ɪv/,[sound:excessive.mp3],"quá mức, thừa thãi",An {{c1::excessive}} amount of sugar in your diet is bad for your health.,"Quá nhiều, vượt quá giới hạn bình thường hoặc hợp lý.",Too much; more than is reasonable or necessary.,"excessive force, excessive drinking, excessive noise","Syn: extreme, immoderate, exorbitant. Ant: moderate, insufficient, inadequate",to an excessive degree,excess (sự quá mức) + -ive (hậu tố tính từ),"Neutral đến Formal (Thường dùng trong mô tả khoa học, y tế, pháp lý)."
burden,"<img src=""burden.jpg"">",/ˈbɜː.dən/,[sound:burden.mp3],gánh nặng,We do not want to become a financial {{c1::burden}} to our children.,"Một nghĩa vụ nặng nề, khó khăn hoặc lo lắng mà ai đó phải gánh vác.","A heavy load, or something difficult or worrying that you are responsible for.","heavy burden, financial burden, share the burden","Syn: load, weight, strain. Ant: relief, benefit",beast of burden,"Gốc tiếng Anh cổ 'byrðen' (vật mang, tải trọng), liên quan đến động từ 'bear' (mang, vác).",Neutral (Có thể dùng chỉ áp lực tinh thần hoặc vật nặng).
allow somebody to do something,"<img src=""allow.jpg"">",/əˈlaʊ ˈsʌm.bə.di tuː duː ˈsʌm.θɪŋ/,[sound:allow.mp3],cho phép ai làm gì,My parents {{c1::allow me to go}} out late on weekends.,Cấp quyền hoặc đồng ý cho ai đó thực hiện một hành động nào đó.,To give permission for someone to do something.,"allow students to choose, allow children to play, allow employees to work","Syn: permit someone to do, let someone do. Ant: forbid someone from doing, prohibit","allow for (tính đến, dự phòng)",allow (cho phép) + somebody (ai đó) + to-infinitive (động từ nguyên mẫu có to),Neutral (Cấu trúc thông dụng trong cả giao tiếp lẫn văn viết chính thức).
avoid doing something,"<img src=""avoid.jpg"">",/əˈvɔɪd ˈduː.ɪŋ ˈsʌm.θɪŋ/,[sound:avoid.mp3],tránh làm việc gì,You should {{c1::avoid eating}} fast food if you want to lose weight.,Chủ động tránh né việc thực hiện một hành động nào đó vì nó có thể gây hại hoặc không tốt.,"To prevent yourself from doing something, or stay away from an action.","avoid making mistakes, avoid talking to, avoid spending money","Syn: refrain from doing, shun doing. Ant: seek to do, confront",avoid like the plague,avoid (tránh) + V-ing (động từ thêm -ing đóng vai trò tân ngữ),Neutral (Cấu trúc phổ biến dùng để khuyên bảo hoặc mô tả hành vi tránh né hằng ngày).
decide to do something,"<img src=""decide.jpg"">",/dɪˈsaɪd tuː duː ˈsʌm.θɪŋ/,[sound:decide.mp3],quyết định làm gì,She {{c1::decided to study}} abroad after graduating high school.,Dùng khi ai đó đưa ra lựa chọn hoặc kết luận thực hiện một hành động cụ thể sau khi cân nhắc.,To make a choice to perform a specific action.,"decide to leave, decide to accept, decide to change","Syn: make up one's mind to, resolve to | Ant: hesitate, waver",make up one's mind,"Gốc từ Latin 'decidere' (cắt đứt, giải quyết); gồm tiền tố 'de-' (khỏi, xuống) + 'caedere' (cắt).",Neutral - Dùng phổ biến trong cả giao tiếp hàng ngày và văn viết trang trọng.
encourage somebody to do something,"<img src=""encourage.jpg"">",/ɪnˈkʌr.ɪdʒ ˈsʌm.bə.di tuː duː ˈsʌm.θɪŋ/,[sound:encourage.mp3],khuyến khích/động viên ai làm gì,My teacher {{c1::encouraged me to apply}} for the scholarship.,"Dùng khi truyền sự tự tin, động lực hoặc thúc đẩy ai đó thực hiện một hành động tích cực.","To give someone support, confidence, or hope to do something.","strongly encourage someone to, encourage students to, encourage staff to","Syn: inspire someone to, urge someone to | Ant: discourage someone from, dissuade someone from",cheer someone on,Tiền tố 'en-' (làm cho) + danh từ 'courage' (sự dũng cảm).,"Neutral / Academic - Thường dùng trong giáo dục, môi trường làm việc và đời sống."
focus on,,/ˈfəʊ.kəs ɒn/,[sound:focuson.mp3],tập trung vào,You should {{c1::focus on}} your main goals rather than minor details.,"Dùng khi dồn sự chú ý, sức lực hoặc thời gian vào một đối tượng hay công việc cụ thể.","To give special attention to a particular person, object, or activity.","focus on work, focus on studies, main focus on","Syn: concentrate on, pay attention to | Ant: ignore, distract from",keep one's eye on the ball,"Từ Latin 'focus' (tâm điểm, lò sưởi) kết hợp với giới từ 'on'.","Neutral / Academic - Phổ biến rộng rãi trong công việc, học tập và giao tiếp."
learn to do something,"<img src=""learn.jpg"">",/lɜːn tuː duː ˈsʌm.θɪŋ/,[sound:learn.mp3],học cách làm gì,Children quickly {{c1::learn to swim}} when given proper instructions.,Dùng để diễn tả việc rèn luyện hoặc tiếp thu kỹ năng để có thể thực hiện một hành động nào đó.,To gain the ability or skill to perform a task through practice or instruction.,"learn to drive, learn to speak, learn to adapt","Syn: acquire the skill to, master how to | Ant: forget how to",learn the ropes,Động từ 'learn' có nguồn gốc từ tiếng Anh cổ 'leornian' (tiếp thu kiến thức).,Neutral - Sử dụng tự nhiên trong mọi bối cảnh hàng ngày.
make a choice,,/meɪk ə tʃɔɪs/,[sound:makeachoice.mp3],đưa ra lựa chọn,It was difficult to {{c1::make a choice}} between the two job offers.,Dùng khi phải chọn lựa một trong hai hay nhiều phương án/khả năng có sẵn.,To select one option from two or more possibilities.,"make a wise choice, make a final choice, forced to make a choice","Syn: choose, select, decide | Ant: hesitate, refrain from choosing",pick and choose,Kết hợp giữa động từ 'make' và danh từ 'choice' (phát triển từ động từ 'choose').,Neutral - Dùng phổ biến trong cả văn nói và văn viết.
mean doing something,"<img src=""mean.jpg"">",/miːn ˈduː.ɪŋ ˈsʌm.θɪŋ/,[sound:mean.mp3],có nghĩa là / kéo theo việc gì,Taking this new job will {{c1::mean moving}} to another city.,"Dùng để nói về hệ quả, kết quả hoặc yêu cầu tất yếu mà một sự việc hay hành động mang lại.",To involve or result in a particular consequence or outcome.,"mean working extra hours, mean spending more money, mean sacrificing time","Syn: involve doing, entail doing, result in | Ant: exclude, avoid",lead to something,Động từ 'mean' (gốc Anglo-Saxon 'mænan') kết hợp với danh động từ (V-ing) để chỉ kết quả.,"Neutral - Hay dùng trong phân tích tình huống, giải thích nguyên nhân - kết quả."
need to do something,"<img src=""need.jpg"">",/niːd tuː duː ˈsʌm.θɪŋ/,[sound:need.mp3],cần làm gì,You {{c1::need to submit}} the report before 5 PM today.,"Diễn tả sự cần thiết, bắt buộc hoặc tầm quan trọng của việc phải thực hiện một hành động.",To require or be obligated to carry out a specific action.,"urgently need to, need to improve, need to take action","Syn: have to do, must do, be required to do | Ant: be optional to do",have got to,"Động từ 'need' xuất phát từ tiếng Anh cổ 'nēod' (sự cấp thiết, nhu cầu).",Neutral - Cực kỳ thông dụng trong đời sống hàng ngày và giao tiếp công việc.
provide something for somebody,"<img src=""provide.jpg"">",/prəˈvaɪd ˈsʌm.θɪŋ fɔːr ˈsʌm.bə.di/,[sound:provide.mp3],cung cấp cái gì cho ai,The government aims to {{c1::provide shelter for}} homeless people.,"Dùng khi cấp phát, tài trợ hoặc làm cho cái gì có sẵn cho đối tượng nào đó sử dụng.",To supply or make something available for a person to use.,"provide support for, provide information for, provide food for","Syn: supply something to, offer something to | Ant: withhold from, deprive of",cater to somebody,Từ Latin 'providere' ('pro-' phía trước + 'videre' nhìn -> chuẩn bị/cung cấp trước).,"Formal / Neutral - Thường gặp trong tin tức, văn bản chính thức, học thuật."
rely on,,/rɪˈlaɪ ɒn/,[sound:relyon.mp3],dựa vào / phụ thuộc vào,Many elderly people {{c1::rely on}} public transportation to get around.,"Dùng khi tin tưởng, cậy nhờ hoặc phụ thuộc hoàn toàn vào ai/cái gì để duy trì hoặc đạt mục tiêu.",To depend on or trust someone or something for help or support.,"heavily rely on, rely on evidence, rely on support","Syn: depend on, count on, bank on | Ant: ignore, distrust",count on somebody,"Gốc tiếng Pháp cổ 'relier' (gắn kết, buộc chặt) kết hợp với giới từ 'on'.",Neutral - Sử dụng phổ biến trong cả văn nói lẫn văn viết.
under control,,/ˈʌn.də kənˈtrəʊl/,[sound:undercontrol.mp3],trong tầm kiểm soát,"Don't worry, the firefighters have the situation {{c1::under control}}.","Chỉ trạng thái một tình huống phức tạp hoặc nguy hiểm đã được xử lý, làm chủ thành công.",Being managed successfully; not out of manageability or causing problems.,"keep under control, get under control, bring under control","Syn: in check, managed, restrained | Ant: out of control, chaotic",keep in check,"Giới từ 'under' (ở dưới) + danh từ 'control' (sự kiểm soát, quản lý).","Neutral - Dùng phổ biến trong quản lý, đời sống và báo chí."
