English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
willpower,"<img src=""willpower.jpg"">",/ˈwɪl.paʊ.ər/,[sound:willpower.mp3],"Ý chí, nghị lực",It takes a lot of {{c1::willpower}} to quit smoking.,"Năng lực kiểm soát bản thân, vượt qua cám dỗ để đuổi theo mục tiêu.",Control exerted to do something or restrain oneself.,"strong willpower, test someone's willpower, sheer willpower","Syn: determination, resolve, self-control | Ant: weakness, indecision",iron willpower,Compound word: 'will' (ý chí) + 'power' (sức mạnh),Neutral - Thường dùng khi thảo luận về phát triển bản thân.
tension,"<img src=""tension.jpg"">",/ˈten.ʃən/,[sound:tension.mp3],"Sự căng thẳng, áp lực",There was noticeable {{c1::tension}} between the two political rivals.,"Trạng thái căng thẳng về tinh thần, mâu thuẫn trong mối quan hệ hoặc lực kéo vật lý.",A feeling of nervousness before an important event or a state of strain.,"ease the tension, high tension, political tension","Syn: strain, stress, friction | Ant: relaxation, harmony",cut the tension with a knife,Root 'tens-' (kéo căng) + suffix '-ion' (danh từ),"Neutral - Dùng trong tâm lý, mối quan hệ và vật lý."
pressure,"<img src=""pressure.jpg"">",/ˈpreʃ.ər/,[sound:pressure.mp3],"Áp lực, sức ép",She works well under heavy {{c1::pressure}}.,Sức ép tâm lý hoặc lực vật lý tác động đè nặng lên một đối tượng.,Continuous physical force or mental/emotional stress.,"blood pressure, peer pressure, under pressure","Syn: stress, strain, burden | Ant: relief, ease",put pressure on someone,"Root 'press' (ép, nén) + suffix '-ure' (danh từ)",Neutral - Sử dụng cực kỳ phổ biến.
relaxation,"<img src=""relaxation.jpg"">",/ˌriː.lækˈseɪ.ʃən/,[sound:relaxation.mp3],"Sự thư giãn, giải trí",Listening to music is my favorite method of {{c1::relaxation}}.,"Quá trình nghỉ ngơi, thả lỏng để giảm bớt căng thẳng thể chất và tinh thần.",The state of being free from tension and anxiety.,"deep relaxation, technique for relaxation, relaxation time","Syn: rest, leisure | Ant: stress, tension",chill out,Prefix 're-' (lại) + root 'lax' (lỏng lẻo) + suffix '-ation' (danh từ),Neutral - Thông dụng trong đời sống và chăm sóc sức khỏe.
calmness,"<img src=""calmness.jpg"">",/ˈkɑːm.nəs/,[sound:calmness.mp3],"Sự điềm tĩnh, bình tĩnh",His impressive {{c1::calmness}} during the crisis saved many lives.,"Trạng thái tâm trí giữ được sự êm đềm, không bị kích động hay hoảng sợ.","The state of being quiet, peaceful, and free from agitation.","outer calmness, inner calmness, preserve calmness","Syn: composure, serenity | Ant: agitation, panic",keep your cool,Adjective 'calm' (bình tĩnh) + suffix '-ness' (danh từ),Neutral - Dùng trong miêu tả tính cách và tâm lý.
encouraging,"<img src=""encouraging.jpg"">",/ɪnˈkʌr.ɪ.dʒɪŋ/,[sound:encouraging.mp3],"Khích lệ, đáng động viên",The doctor gave us some very {{c1::encouraging}} news about his recovery.,"Đem lại hy vọng, niềm tin hoặc sự tự tin cho ai đó.",Giving someone support or confidence; promising.,"encouraging sign, encouraging words, highly encouraging","Syn: promising, heartening | Ant: discouraging, disheartening",give a pat on the back,Prefix 'en-' (làm cho) + root 'courage' (dũng khí) + suffix '-ing',"Neutral - Phổ biến trong học tập, công việc và giao tiếp."
unsupportive,"<img src=""unsupportive.jpg"">",/ˌʌn.səˈpɔː.tɪv/,[sound:unsupportive.mp3],"Không ủng hộ, không hỗ trợ",It is difficult to succeed when your family is {{c1::unsupportive}}.,"Thiếu sự giúp đỡ, thông cảm hoặc đồng tình dành cho người khác.","Not providing help, encouragement, or sympathy.","unsupportive environment, unsupportive partner, unsupportive attitude","Syn: unhelpful, dismissive | Ant: supportive, helpful",turn a blind eye,Prefix 'un-' (không) + root 'support' (ủng hộ) + suffix '-ive',Neutral - Dùng trong đánh giá mối quan hệ hoặc môi trường.
short-term,"<img src=""short-term.jpg"">",/ˌʃɔːtˈtɜːm/,[sound:short-term.mp3],Ngắn hạn,We need to find a {{c1::short-term}} solution to this urgent problem.,Kéo dài hoặc có tác dụng trong một khoảng thời gian ngắn.,Occurring over or involving a relatively short period of time.,"short-term goal, short-term memory, short-term gain","Syn: temporary, brief | Ant: long-term, permanent",quick fix,Compound adjective: 'short' (ngắn) + 'term' (thời hạn),"Neutral/Business - Dùng phổ biến trong lập kế hoạch, kinh tế."
momentary,,/ˈməʊ.mən.tər.i/,[sound:momentary.mp3],"Tạm thời, trong thoáng chốc","There was a {{c1::momentary}} lapse in concentration, causing the mistake.",Xảy ra diễn ra trong khoảng thời gian rất ngắn rồi chớp mắt qua đi.,Lasting for a very short time; brief.,"momentary hesitation, momentary distraction, momentary relief","Syn: brief, fleeting, passing | Ant: lasting, permanent",in the blink of an eye,Root 'moment' (khoảnh khắc) + suffix '-ary' (tính từ),Neutral/Formal - Dùng miêu tả sự việc diễn ra vài giây.
transient,"<img src=""transient.jpg"">",/ˈtræn.zi.ənt/,[sound:transient.mp3],"Tạm thời, thoáng qua","Fame can be {{c1::transient}}, so do not rely solely on it.","Đặc tính chỉ tồn tại trong thời gian ngắn, dễ thay đổi hoặc mau chóng biến mất.",Lasting only for a short time; impermanent.,"transient phenomenon, transient population, transient emotion","Syn: ephemeral, fleeting, temporary | Ant: permanent, enduring","here today, gone tomorrow",Prefix 'trans-' (qua) + root 'ire' (đi - Latin) + suffix '-ient',"Formal/Academic - Mang màu sắc trang trọng, học thuật."
permanent,"<img src=""permanent.jpg"">",/ˈpɜː.mə.nənt/,[sound:permanent.mp3],"Vĩnh viễn, lâu dài","After years of contract work, she finally landed a {{c1::permanent}} job.","Kéo dài bền vững, không thay đổi hoặc không bị giải thể theo thời gian.",Lasting or intended to remain unchanged indefinitely.,"permanent address, permanent resident, permanent damage","Syn: everlasting, enduring, fixed | Ant: temporary, short-term, transient",set in stone,Prefix 'per-' (xuyên suốt) + root 'manere' (ở lại - Latin) + suffix '-ent',"Neutral/Formal - Sử dụng rộng rãi trong hợp đồng, cuộc sống và văn bản."
inclination,"<img src=""inclination.jpg"">",/ˌɪn.klɪˈneɪ.ʃən/,[sound:inclination.mp3],"xu hướng, thiên hướng",She showed a natural {{c1::inclination}} towards music from a very young age.,"Chỉ xu hướng hành động, suy nghĩ hoặc cảm xúc cá nhân một cách tự nhiên theo một hướng nào đó; hoặc độ nghiêng, sự dốc.",A feeling that makes you want to do something; a natural tendency.,"natural inclination, have an inclination to, inclination towards","Syn: tendency, propensity / Ant: aversion, disinclination",follow one's inclination,"in- (vào, hướng tới) + clin (nghiêng) + -ation (hậu tố danh từ)","Formal/Academic - Dùng nhiều trong văn viết trang trọng, nghiên cứu tâm lý hoặc học thuật."
flourish,"<img src=""flourish.jpg"">",/ˈflʌr.ɪʃ/,[sound:flourish.mp3],"phát triển mạnh mẽ, hưng thịnh",The local arts scene began to {{c1::flourish}} after the new cultural center opened.,"Phát triển một cách mạnh mẽ, gặt hái nhiều thành công hoặc đạt điều kiện sinh trưởng tốt nhất (dùng cho doanh nghiệp, văn hóa, sinh vật...).",To grow or develop successfully; to thrive.,"flourish in, continue to flourish, business flourish","Syn: thrive, prosper / Ant: wither, languish",with a flourish,flor- (hoa) + -ish (hậu tố động từ chỉ quá trình/hành động),"Neutral/Formal - Được sử dụng tự nhiên trong cả ngữ cảnh trang trọng lẫn báo chí, đời sống."
prosper,"<img src=""prosper.jpg"">",/ˈprɒs.pər/,[sound:prosper.mp3],"thịnh vượng, phát đạt",Businesses can only {{c1::prosper}} in a stable economic climate.,"Trở nên thành công, giàu có hoặc đạt được sự phát triển tài chính vượt bậc.","To be successful, especially financially; to thrive.","prosper and grow, help to prosper, prosper under","Syn: succeed, thrive / Ant: fail, struggle",live long and prosper,pro- (hướng về phía trước) + spes (hy vọng) -> phát triển hướng tới hy vọng thành công,"Formal - Thường xuất hiện trong văn bản kinh tế, thương mại hoặc các lời chúc trang trọng."
decline,"<img src=""decline.jpg"">",/dɪˈklaɪn/,[sound:decline.mp3],"suy giảm, từ chối",The company's profits started to {{c1::decline}} rapidly last year.,"Sự giảm sút về số lượng, chất lượng, sức mạnh; hoặc từ chối một lời mời/đề nghị một cách lịch sự.","To become lower, smaller, or weaker; to politely refuse.","sharp decline, decline an offer, decline in quality","Syn: decrease, refuse / Ant: increase, accept",fall into decline,"de- (xuống) + clin (nghiêng) -> nghiêng xuống, giảm bớt","Formal/Academic - Phổ biến trong báo cáo tài chính, học thuật và giao tiếp lịch sự."
characteristic,"<img src=""characteristic.jpg"">",/ˌkær.ək.təˈrɪs.tɪk/,[sound:characteristic.mp3],"đặc điểm, đặc tính",Kindness is an essential {{c1::characteristic}} of a good leader.,"Tính chất hoặc đặc điểm nổi bật giúp dễ dàng nhận biết, phân biệt người hoặc vật này với người hoặc vật khác.",A typical feature or quality that something or someone has.,"key characteristic, defining characteristic, personal characteristic","Syn: trait, feature / Ant: uncharacteristic, anomaly",characteristic of,"character (tính cách, bản chất) + -istic (hậu tố tạo tính từ/danh từ)",Neutral/Academic - Dùng rộng rãi từ phân tích khoa học cho đến giao tiếp thường ngày.
feature,"<img src=""feature.jpg"">",/ˈfiː.tʃər/,[sound:feature.mp3],"tính năng, đặc điểm",This new phone comes with an impressive security {{c1::feature}}.,"Bộ phận, đặc điểm quan trọng hoặc tính năng nổi bật của sản phẩm, dịch vụ, hay đường nét trên khuôn mặt.",A distinctive attribute or aspect of something.,"main feature, safety feature, prominent feature","Syn: aspect, quality, attribute / Ant: N/A","double feature, feature in","feat- (làm, tạo ra) + -ure (hậu tố danh từ)","Neutral - Sử dụng rất phổ biến trong công nghệ, mô tả sản phẩm và đời sống."
worth,"<img src=""worth.jpg"">",/wɜːθ/,[sound:worth.mp3],"đáng giá, giá trị",The museum's ancient artifact collection is {{c1::worth}} millions of dollars.,"Có giá trị tiền tệ cụ thể; hoặc đủ quan trọng/bổ ích để xứng đáng bỏ công sức, thời gian ra làm.",Having a particular value in money; deserving of.,"worth seeing, worth the effort, net worth","Syn: valuable, deserving / Ant: worthless, useless","for all it's worth, worth one's salt","Bắt nguồn từ tiếng Anh cổ 'weorþ' (có giá trị, đáng giá)","Neutral - Từ vựng cơ bản, sử dụng linh hoạt trong mọi hoàn cảnh giao tiếp."
appreciate,"<img src=""appreciate.jpg"">",/əˈpriːʃieɪt/,[sound:appreciate.mp3],"trân trọng, đánh giá cao, cảm kích",I highly {{c1::appreciate}} your help during this difficult time.,"Dùng để bày tỏ sự biết ơn đối với ai đó hoặc cái gì đó, hoặc để công nhận, thấu hiểu giá trị của một điều gì.",To recognize the full worth of; to be grateful for.,"highly appreciate, appreciate assistance, show appreciation","Syn: value, cherish, thank | Ant: overlook, neglect",not appreciate the gravity of (không đánh giá hết mức nghiêm trọng),"Root: pret (price/value), Prefix: ad- (to/toward), Suffix: -ate (verb suffix -> to value)",Formal/Neutral: Thường dùng trong cả giao tiếp trang trọng hằng ngày lẫn thư từ công việc.
ignore,"<img src=""ignore.jpg"">",/ɪɡˈnɔːr/,[sound:ignore.mp3],"lờ đi, phớt lờ",You should never {{c1::ignore}} warning signs when driving on the highway.,"Cố tình không chú ý, không nghe hoặc không công nhận sự tồn tại của ai/cái gì.",To intentionally pay no attention to someone or something.,"completely ignore, ignore advice, ignore warnings","Syn: disregard, overlook / Ant: notice, attend to",ignore the elephant in the room,"in- (không) + gnarus (biết) -> cố tình không muốn biết, lờ đi",Neutral - Phổ biến trong đời sống hàng ngày và các cuộc đối thoại.
neglect,"<img src=""neglect.jpg"">",/nɪˈɡlekt/,[sound:neglect.mp3],"bỏ mặc, sao nhãng","If you {{c1::neglect}} your health, you will get sick eventually.","Thờ ơ, bỏ bê, không chăm sóc hoặc không hoàn thành trách nhiệm/nhiệm vụ đúng mức.",To fail to care for properly or pay sufficient attention to.,"neglect duties, child neglect, neglect health","Syn: disregard, abandon / Ant: cherish, foster, care for",suffer from neglect,nec- (không) + legere (chọn/chú ý) -> không chú ý tới trách nhiệm,"Neutral/Formal - Dùng trong đời sống hàng ngày cũng như văn bản pháp lý, y tế, xã hội."
appreciate,"<img src=""appreciate.jpg"">",/əˈpriːʃieɪt/,[sound:appreciate.mp3],"trân trọng, đánh giá cao, cảm kích",I highly {{c1::appreciate}} your help during this difficult time.,"Dùng để bày tỏ sự biết ơn đối với ai đó hoặc cái gì đó, hoặc để công nhận, thấu hiểu giá trị của một điều gì.",To recognize the full worth of; to be grateful for.,"highly appreciate, appreciate assistance, show appreciation","Syn: value, cherish, thank | Ant: overlook, neglect",not appreciate the gravity of (không đánh giá hết mức nghiêm trọng),"Root: pret (price/value), Prefix: ad- (to/toward), Suffix: -ate (verb suffix -> to value)",Formal/Neutral: Thường dùng trong cả giao tiếp trang trọng hằng ngày lẫn thư từ công việc.
attitude,"<img src=""attitude.jpg"">",/ˈætɪtjuːd/,[sound:attitude.mp3],"thái độ, quan điểm",Having a positive {{c1::attitude}} can help you overcome many challenges.,"Cách suy nghĩ hoặc cảm nhận của một người về ai đó hoặc điều gì đó, thường biểu hiện qua hành vi của họ.","A settled way of thinking or feeling about someone or something, typically reflected in a person's behavior.","positive attitude, attitude towards/to, change one's attitude","Syn: mindset, outlook, stance | Ant: neutrality",attitude problem (vấn đề về thái độ/bất hợp tác),"From Latin 'aptitudo' (fitness), related to 'aptus' (suited/fit).",Neutral: Sử dụng rộng rãi trong mọi ngữ cảnh từ đời sống đến công sở.
behave,"<img src=""behave.jpg"">",/bɪˈheɪv/,[sound:behave.mp3],"cư xử, ứng xử",Please {{c1::behave}} yourself during the ceremony.,"Hành động hoặc phản ứng theo một cách cụ thể, đặc biệt là tuân thủ các quy chuẩn lịch sự xã hội.","Act or conduct oneself in a specified way, especially toward others.","behave badly, behave responsibly, behave well","Syn: act, conduct, perform | Ant: misbehave","behave oneself (cư xử chuẩn mực, lịch sự)","Prefix: be- (thoroughly), Root: have (to hold or possess oneself).","Neutral: Phổ biến trong đời sống hàng ngày lẫn môi trường giáo dục, công sở."
care,"<img src=""care.jpg"">",/keə(r)/,[sound:care.mp3],"chăm sóc, quan tâm, lo lắng",She showed genuine {{c1::care}} for her sick grandmother.,"Sự chú ý, quan tâm chu đáo dành cho ai/cái gì để giữ họ an toàn, khỏe mạnh; hoặc hành động lo nghĩ cho ai đó.","The provision of what is necessary for the health, welfare, maintenance, and protection of someone or something.","take care of, medical care, care about","Syn: concern, attention, love | Ant: neglect, indifference","couldn't care less (hoàn toàn không quan tâm), care for (chăm sóc/thích)","From Old English 'caru' (sorrow, anxiety, grief, care).",Neutral: Từ vựng vô cùng cơ bản và phổ biến trong mọi sắc thái.
circumstance,"<img src=""circumstance.jpg"">",/ˈsɜːkəmstəns/,[sound:circumstance.mp3],"hoàn cảnh, trường hợp",Under no {{c1::circumstances}} should you open this door.,"Một sự kiện hoặc điều kiện thực tế liên quan hoặc ảnh hưởng đến một hành động, quyết định, hay tình huống.",A fact or condition connected with or relevant to an event or action.,"under the circumstances, unforeseen circumstances, mitigating circumstances","Syn: condition, situation, state | Ant: N/A",under no circumstances (dù trong bất kỳ hoàn cảnh nào cũng không),"Prefix: circum- (around), Root: stare (to stand) -> 'standing around'.","Formal/Academic: Thường dùng trong văn viết trang trọng, báo cáo, luật pháp hoặc bối cảnh nghiêm túc."
confidence,"<img src=""confidence.jpg"">",/ˈhɒnfɪdəns/,[sound:confidence.mp3],"sự tự tin, lòng tin",Public speaking helped build his self-{{c1::confidence}}.,"Sự tin tưởng vào khả năng, phẩm chất của bản thân hoặc niềm tin chắc chắn vào ai/cái gì.",The feeling or belief that one can have faith in or rely on someone or something.,"build confidence, boost confidence, lack confidence","Syn: self-assurance, trust, faith | Ant: doubt, insecurity, diffidence","in confidence (bí mật, không được tiết lộ), take someone into one's confidence (tâm sự bí mật với ai)","Prefix: con- (with/together), Root: fidere (to trust), Suffix: -ence (noun suffix).","Neutral: Sử dụng rộng rãi trong giao tiếp đời sống, tâm lý học và công việc."
conflict,"<img src=""conflict.jpg"">",/ˈhɒnflɪkt/,[sound:conflict.mp3],"sự xung đột, mâu thuẫn",The managers met to resolve the {{c1::conflict}} between the departments.,"Sự bất đồng, tranh chấp gay gắt giữa hai hay nhiều bên, hoặc sự đối lập giữa các ý tưởng, lợi ích.","A serious disagreement or argument, typically a protracted one.","resolve conflict, conflict of interest, armed conflict","Syn: dispute, clash, disagreement | Ant: harmony, agreement, peace",conflict of interest (xung đột lợi ích),"Prefix: con- (together), Root: fligere (to strike) -> 'strike together'.","Neutral/Formal: Thường xuất hiện trong quản lý, xã hội học, thời sự và đời sống."
cooperation,"<img src=""cooperation.jpg"">",/kəʊˌɒpəˈreɪʃn/,[sound:cooperation.mp3],sự hợp tác,The project was successful thanks to the close {{c1::cooperation}} between team members.,"Hành động cùng làm việc, giúp đỡ lẫn nhau để đạt được một mục tiêu chung.",The process of working together to the same end.,"international cooperation, in cooperation with, close cooperation","Syn: collaboration, assistance, teamwork | Ant: opposition, competition",in cooperation with (hợp tác với),"Prefix: co- (together), Root: operari (to work), Suffix: -tion (noun suffix).","Neutral/Formal: Rất phổ biến trong môi trường công sở, ngoại giao, và học thuật."
creativity,"<img src=""creativity.jpg"">",/ˌkriːeɪˈtɪvəti/,[sound:creativity.mp3],"sức sáng tạo, sự sáng tạo",Art classes help children develop their {{c1::creativity}} and imagination.,"Khả năng tạo ra những ý tưởng, phương pháp, hoặc sản phẩm mới mẻ và độc đáo.",The use of imagination or original ideas to create something.,"artistic creativity, foster creativity, spark creativity","Syn: originality, inventiveness, ingenuity | Ant: unoriginality",spark one's creativity (khơi dậy sự sáng tạo),"Root: creare (to create), Suffix: -ity (noun suffix of state/condition).","Neutral: Dùng nhiều trong giáo dục, nghệ thuật, kinh doanh và đời sống."
curiosity,"<img src=""curiosity.jpg"">",/ˌkjʊəriˈɒsəti/,[sound:curiosity.mp3],"sự tò mò, lòng hiếu kỳ",His {{c1::curiosity}} about outer space led him to become an astronomer.,"Mong muốn mạnh mẽ được biết, được học hỏi hoặc tìm hiểu về một điều gì đó.",A strong desire to know or learn something.,"arouse curiosity, satisfy curiosity, intellectual curiosity","Syn: inquisitiveness, interest, nosiness | Ant: indifference, apathy",Curiosity killed the cat (Tò mò hại thân),Root: cura (care/cure) -> curious (full of care/inquisitive) -> Suffix: -ity.,"Neutral: Sử dụng trong đời sống, nghiên cứu khoa học và văn học."
define,"<img src=""define.jpg"">",/dɪˈfaɪn/,[sound:define.mp3],"định nghĩa, xác định rõ",It is difficult to {{c1::define}} the exact boundaries of the property.,"Giải thích rõ nghĩa của một từ/khái niệm, hoặc vạch rõ ranh giới, tính chất của một cái gì.","State or describe exactly the nature, scope, or meaning of.","define clearly, define parameters, well-defined","Syn: explain, specify, clarify | Ant: confuse, obscure",define the undefinable (định nghĩa điều không thể định nghĩa),"Prefix: de- (completely), Root: finis (limit/boundary) -> to set bounds.","Academic/Formal: Thường dùng trong văn bản khoa học, từ điển, luật pháp và giáo dục."
emotional,"<img src=""emotional.jpg"">",/ɪˈməʊʃənl/,[sound:emotional.mp3],"thuộc về cảm xúc, dễ xúc động",Music can evoke strong {{c1::emotional}} responses from listeners.,"Liên quan đến cảm xúc của con người, hoặc mô tả một người dễ bị kích động, nhạy cảm về mặt tình cảm.",Relating to a person's emotions; having feelings that are easily excited.,"emotional support, emotional stability, emotional response","Syn: passionate, sensitive, affective | Ant: unemotional, cold, detached",emotional rollercoaster (trải nghiệm thăng trầm cảm xúc),"Root: emovere (to stir up/move), Suffix: -al (adjective suffix meaning relating to).",Neutral: Sử dụng rộng rãi trong cả tâm lý học chuyên sâu lẫn hội thoại hàng ngày.
emotional intelligence,"<img src=""emotional.jpg"">",/ɪˈməʊʃənl ɪnˈtelɪdʒəns/,[sound:emotional.mp3],trí tuệ cảm xúc,High {{c1::emotional intelligence}} is key to being an effective leader.,"Khả năng nhận biết, thấu hiểu, kiểm soát cảm xúc của bản thân và người khác (thường gọi tắt là EQ).","The capacity to be aware of, control, and express one's emotions, and to handle interpersonal relationships judiciously and empathetically.","develop emotional intelligence, test emotional intelligence, possess emotional intelligence",Syn: EQ | Ant: N/A,N/A,Combination of 'emotional' (relating to feelings) and 'intelligence' (mental capacity).,"Academic/Professional: Thường dùng trong tâm lý học, quản trị nhân sự và phát triển bản thân."
empathy,"<img src=""empathy.jpg"">",/ˈempəθi/,[sound:empathy.mp3],"sự thấu cảm, đồng cảm sâu sắc",Nurses need to show {{c1::empathy}} toward their patients.,Khả năng hiểu và chia sẻ cảm xúc của người khác bằng cách đặt mình vào hoàn cảnh của họ.,The ability to understand and share the feelings of another.,"feel empathy, show empathy, deep empathy","Syn: compassion, understanding, sympathy | Ant: apathy, cruelty, insensitivity",put yourself in someone else's shoes (đặt mình vào hoàn cảnh của người khác),"Prefix: em- (in/into), Root: pathos (feeling/suffering).","Neutral: Được dùng nhiều trong tâm lý học xã hội, giáo dục kỹ năng mềm và giao tiếp hàng ngày."
energetic,"<img src=""energetic.jpg"">",/ˌenəˈdʒetɪk/,[sound:energetic.mp3],"tràn đầy năng lượng, năng động",The children were very {{c1::energetic}} after eating lunch.,"Có hoặc thể hiện rất nhiều năng lượng, nhiệt huyết, sức sống và sự năng nổ.",Showing or involving great activity or vitality.,"energetic person, energetic performance, highly energetic","Syn: active, dynamic, vibrant | Ant: lethargic, tired, lazy",full of beans (tràn đầy năng lượng),"Root: energeia (activity), Suffix: -ic (adjective suffix).","Neutral: Phổ biến trong mô tả tính cách cá nhân, hoạt động thể thao hoặc phong cách trình diễn."
extroversion,,/ˌekstrəˈvɜːʃn/,[sound:extroversion.mp3],"hướng ngoại, xu hướng hướng ngoại",Her {{c1::extroversion}} makes her perfect for public relations.,"Đặc điểm tính cách của người thích giao lưu, năng nổ, hướng sự quan tâm ra thế giới bên ngoài.",The quality of being outgoing and directing one's interest outward.,"show extroversion, level of extroversion, high extroversion","Syn: outgoingness, sociability | Ant: introversion",N/A,"Prefix: extro- (outward), Root: vertere (to turn), Suffix: -ion (noun suffix).",Academic/Neutral: Thường xuất hiện trong nghiên cứu tâm lý học nhân cách và các bài kiểm tra tính cách (MBTI).
extrovert,"<img src=""extrovert.jpg"">",/ˈekstrəvɜːt/,[sound:extrovert.mp3],người hướng ngoại,"As an {{c1::extrovert}}, John loves attending crowded parties.","Một người hòa đồng, cởi mở, thích giao lưu xã hội và lấy năng lượng từ việc tương tác với mọi người.","An outgoing, socially confident person.","natural extrovert, typical extrovert, extrovert personality","Syn: socializer, outgoing person | Ant: introvert",social butterfly (người giao thiệp rộng),"Prefix: extro- (outward), Root: vertere (to turn).","Neutral: Cực kỳ phổ biến trong đời sống hàng ngày, trắc nghiệm tính cách và công sở."
fear,"<img src=""fear.jpg"">",/fɪə(r)/,[sound:fear.mp3],"nỗi sợ, sợ hãi",She had to overcome her {{c1::fear}} of flying to take the job.,"Cảm giác khó chịu, lo lắng mãnh liệt trước mối đe dọa, nguy hiểm hoặc nỗi đau.","An unpleasant emotion caused by the belief that someone or something is dangerous, likely to cause pain, or a threat.","overcome fear, face one's fear, deeply-held fear","Syn: dread, terror, anxiety | Ant: courage, bravery","without fear or favor (vô tư, không sợ hãi hay thiên vị), fear for (lo sợ cho)","From Old English 'fær' (sudden danger, peril, fear).","Neutral: Từ vựng cơ bản mô tả trạng thái cảm xúc, dùng trong mọi tình huống."
forgiving,"<img src=""forgiving.jpg"">",/fəˈɡɪvɪŋ/,[sound:forgiving.mp3],"bao dung, dễ tha thứ",She has a very {{c1::forgiving}} nature and never holds a grudge.,Sẵn lòng tha thứ cho lỗi lầm hoặc sai phạm của người khác mà không giữ lòng oán hận.,Ready and willing to forgive; lenient.,"forgiving nature, forgiving attitude, easily forgiving","Syn: merciful, lenient, tolerant | Ant: unforgiving, resentful, harsh",forgive and forget (tha thứ và quên đi chuyện cũ),"Root verb: forgive (for- 'completely' + give), Suffix: -ing (forming an adjective).",Neutral: Thường dùng để khen ngợi phẩm chất tốt đẹp của một người trong đời sống.
foundation,"<img src=""foundation.jpg"">",/faʊnˈdeɪʃn/,[sound:foundation.mp3],"nền tảng, tổ chức phi lợi nhuận, nền móng",Trust is the {{c1::foundation}} of any healthy relationship.,"Phần cơ sở, nền móng vững chắc làm điểm tựa để xây dựng hoặc phát triển những thứ khác lên trên (nghĩa đen lẫn nghĩa bóng).","The lowest load-bearing part of a building, or an underlying basis or principle.","lay the foundation, solid foundation, foundation course","Syn: basis, bedrock, cornerstone | Ant: superstructure",without foundation (vô căn cứ),"Root: found (to lay a base), Suffix: -ation (noun suffix denoting action/state).","Formal/Academic/Neutral: Dùng nhiều trong xây dựng, kinh tế, giáo dục và khoa học xã hội."
frustration,"<img src=""frustration.jpg"">",/frʌˈstreɪʃn/,[sound:frustration.mp3],"sự thất vọng, sự bực bội",He threw his hands up in {{c1::frustration}} when the computer crashed again.,"Cảm giác khó chịu, tức giận nảy sinh khi các nỗ lực của mình bị cản trở hoặc không đạt được mong muốn.",The feeling of being upset or annoyed as a result of being unable to change or achieve something.,"vent frustration, deep frustration, express frustration","Syn: annoyance, irritation, disappointment | Ant: satisfaction, fulfillment",tears of frustration (khóc vì bất lực/bực bội),"Root: frustra (in vain), Suffix: -ation (noun suffix indicating action or state).","Neutral: Phổ biến trong tâm lý học đời sống, công sở khi bàn về cảm xúc của con người."
grateful,"<img src=""grateful.jpg"">",/ˈɡreɪtfl/,[sound:grateful.mp3],biết ơn,I am extremely {{c1::grateful}} for your support.,"Cảm giác biết ơn, trân trọng đối với một đặc ân, sự giúp đỡ hoặc lòng tốt từ người khác.",Feeling or showing an appreciation of kindness; thankful.,"be grateful to, deeply grateful, grateful for","Syn: thankful, appreciative | Ant: ungrateful, unappreciative",be grateful for small mercies (biết ơn vì tình huống không tồi tệ hơn),"Root: gratus (pleasing, thankful), Suffix: -ful (characterized by).",Neutral: Phổ biến trong giao tiếp hàng ngày và viết thư cảm ơn.
honesty,"<img src=""honesty.jpg"">",/ˈɒnəsti/,[sound:honesty.mp3],"sự trung thực, tính chân thật",We value {{c1::honesty}} above all else in this company.,"Phẩm chất trung thực, không lừa dối, luôn nói sự thật và hành xử liêm chính.",The quality of being honest and truthful.,"absolute honesty, intellectual honesty, value honesty","Syn: integrity, truthfulness, sincerity | Ant: dishonesty, deceit",Honesty is the best policy (Thật thà là thượng sách),"Root: honestus (honorable), Suffix: -y (noun suffix indicating state/quality).",Neutral: Phẩm chất đạo đức cơ bản thường được nhấn mạnh trong giáo dục và công việc.
hurt,"<img src=""hurt.jpg"">",/hɜːt/,[sound:hurt.mp3],"làm tổn thương, bị đau, vết thương",His harsh words deeply {{c1::hurt}} her feelings.,Gây ra nỗi đau thể xác hoặc tinh thần cho ai đó; hoặc cảm thấy đau đớn.,Cause pain or injury to; feel physical pain.,"deeply hurt, hurt someone's pride, physically hurt","Syn: injure, harm, damage | Ant: heal, soothe","it won't hurt to (chẳng mất gì khi làm gì), hurt like hell (đau kinh khủng)","From Old French 'hurter' (to collide, crash into, strike).",Neutral: Dùng phổ biến trong cả mô tả chấn thương thể xác và tổn thương tình cảm.
influence,"<img src=""influence.jpg"">",/ˈɪnfluəns/,[sound:influence.mp3],"sức ảnh hưởng, ảnh hưởng",My parents had a major {{c1::influence}} on my career choice.,"Khả năng tác động đến tính cách, hành vi hoặc sự phát triển của ai đó hoặc cái gì đó.","The capacity to have an effect on the character, development, or behavior of someone or something.","have an influence on, exert influence, under the influence of","Syn: impact, effect, sway | Ant: N/A",under the influence (say xỉn/chịu tác động của rượu bia),"Prefix: in- (into), Root: fluere (to flow) -> flowing in.","Neutral: Sử dụng rộng rãi trong học thuật, xã hội và đời sống thường ngày."
