English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
achieve,"<img src=""achieve.jpg"">",/əˈtʃiːv/,[sound:achieve.mp3],"đạt được, giành được (sau nỗ lực)","If you work hard, you can {{c1::achieve}} your goals.","Hoàn thành xuất sắc hoặc đạt được điều gì đó sau một quá trình nỗ lực, cố gắng.","To successfully bring about or reach a desired objective, level, or result by effort, skill, or courage.","achieve success, achieve goals, achieve results","Syn: attain, accomplish, reach; Ant: fail, lose",achieve greatness,"Từ tiếng Pháp cổ 'achever' (hoàn thành), từ cụm 'à chef' (đến đầu/đến điểm cuối cùng).","Neutral to Academic. Dùng rộng rãi khi nói về mục tiêu cá nhân hoặc thành tựu khoa học, thể thao."
self-control,"<img src=""self-control.jpg"">",/ˌself kənˈtrəʊl/,[sound:self-control.mp3],"sự tự chủ, sự tự kiềm chế",It takes a lot of {{c1::self-control}} not to eat chocolate when you are on a diet.,"Khả năng kiểm soát cảm xúc, hành vi hoặc thói quen của bản thân, đặc biệt trong các tình huống khó khăn.","The ability to control oneself, in particular one's emotions and desires or the expression of them in one's behavior, especially in difficult situations.","exercise self-control, lose self-control, high self-control","Syn: self-discipline, willpower; Ant: impulsiveness, self-indulgence",lose one's temper,Prefix: self- (tự) + Noun root: control (kiểm soát).,"Neutral to Academic. Thường dùng trong tâm lý học, giáo dục và kỹ năng sống."
self-study,"<img src=""self-study.jpg"">",/ˌself ˈstʌdi/,[sound:self-study.mp3],tự học,Many programming skills can be acquired through {{c1::self-study}}.,"Quá trình tự học tập, nghiên cứu kiến thức mà không có sự hướng dẫn trực tiếp của giáo viên.","Study of a subject by oneself, without formal instruction.","self-study material, self-study course, effective self-study","Syn: self-education, independent study; Ant: formal instruction",None,Prefix: self- (tự) + Noun/Verb root: study (học).,"Neutral. Phổ biến trong môi trường giáo dục, hướng dẫn học tập và phát triển bản thân."
self-defence,"<img src=""self-defence.jpg"">",/ˌself dɪˈfens/,[sound:self-defence.mp3],sự tự vệ,She took a {{c1::self-defence}} class to learn how to protect herself.,"Hành động bảo vệ bản thân (hoặc tài sản, người khác) khỏi sự tấn công bạo lực hoặc nguy hiểm.","The defense of one's person or interests, especially through the use of physical force, which is permitted in certain cases as an answer to a charge of violent crime.","self-defence class, act in self-defence, self-defence technique","Syn: self-protection; Ant: aggression, assault",in self-defence,Prefix: self- (tự) + Noun root: defence (bảo vệ - từ 'defendere' tiếng Latin).,Neutral. Phổ biến trong đời sống hàng ngày và luật pháp.
self-service,"<img src=""self-service.jpg"">",/ˌself ˈsɜːvɪs/,[sound:self-service.mp3],tự phục vụ,"This restaurant is {{c1::self-service}}, so you have to order at the counter.","Hình thức dịch vụ mà khách hàng tự lấy đồ, tự thanh toán hoặc tự làm các bước mà không cần nhân viên phục vụ.","The serving of oneself in a restaurant, shop, or gas station, without the aid of a waiter or attendant.","self-service restaurant, self-service checkout, self-service buffet","Syn: buffet-style, self-serve; Ant: full-service",None,Prefix: self- (tự) + Noun root: service (phục vụ - từ 'servitium' tiếng Latin).,"Neutral. Dùng phổ biến trong ngành dịch vụ thương mại, ăn uống, siêu thị."
extracurricular,"<img src=""extracurricular.jpg"">",/ˌekstrəkəˈrɪkjələ(r)/,[sound:extracurricular.mp3],ngoại khóa,Participating in {{c1::extracurricular}} activities can boost your university application.,Các hoạt động nằm ngoài chương trình học chính khóa ở trường học.,An activity at a school or college pursued in addition to the normal course of study.,"extracurricular activities, extracurricular involvement","Syn: non-academic, after-school; Ant: curricular, core",None,Prefix: extra- (ngoài) + Root: curriculum (chương trình học - từ 'currere' tiếng Latin nghĩa là chạy).,Neutral to Academic. Rất phổ biến trong môi trường giáo dục học đường.
valuable,"<img src=""valuable.jpg"">",/ˈvæljuəbl/,[sound:valuable.mp3],"có giá trị, quý giá",The teacher gave us some {{c1::valuable}} advice before the exam.,Có giá trị cao về mặt tinh thần (hữu ích) hoặc vật chất (đắt tiền).,Worth a great deal of money; extremely useful or important.,"valuable experience, valuable lessons, highly valuable","Syn: precious, priceless, useful; Ant: worthless, useless",valuable lesson,"Root: value (giá trị) + Suffix: -able (có thể, có tính chất).",Neutral. Dùng rộng rãi cả khi nói về tiền bạc lẫn giá trị tinh thần/kinh nghiệm.
handle,"<img src=""handle.jpg"">",/ˈhændl/,[sound:handle.mp3],"xử lý, giải quyết",She knows how to {{c1::handle}} difficult customers with patience.,"Đảm đương, giải quyết hoặc đối phó thành công với một tình huống, công việc hoặc con người.","To manage, deal with, or be responsible for.","handle a situation, handle stress, handle with care","Syn: deal with, manage, tackle; Ant: ignore, neglect",fly off the handle (mất bình tĩnh),Root: hand (bàn tay) + Suffix: -le (chỉ công cụ hoặc hành động lặp đi lặp lại) -> ban đầu nghĩa là chạm/cầm bằng tay.,Neutral. Sử dụng rất tự nhiên trong văn phong nói lẫn viết hàng ngày.
challenge,"<img src=""challenge.jpg"">",/ˈtʃælɪndʒ/,[sound:challenge.mp3],"thử thách, thách thức",Learning a new language is a big {{c1::challenge}}.,"Một tình huống hoặc nhiệm vụ khó khăn đòi hỏi nỗ lực, kỹ năng và quyết tâm cao để vượt qua.",A task or situation that tests someone's abilities.,"face a challenge, overcome a challenge, pose a challenge","Syn: difficulty, obstacle, test; Ant: breeze, easy task",rise to the challenge (vượt lên thử thách),"Từ tiếng Pháp cổ 'chalenge' (buộc tội, tranh chấp), bắt nguồn từ tiếng Latin 'calumnia' (sự vu khống).","Neutral. Phổ biến trong cuộc sống, thể thao, kinh doanh và học thuật."
life skill,,/ˈlaɪf skɪl/,[sound:lifeskill.mp3],kỹ năng sống,Cooking is an essential {{c1::life skill}} that everyone should learn.,Những kỹ năng thực tế cần thiết cho cuộc sống hàng ngày để tự lập và giải quyết các tình huống thực tế.,A skill that is necessary or desirable for full participation in everyday life.,"essential life skill, develop life skills, teach life skills","Syn: practical skill, survival skill; Ant: academic knowledge",None,Compound noun: life (cuộc sống) + skill (kỹ năng).,"Neutral. Hay xuất hiện trong các chương trình giáo dục, hướng nghiệp và phát triển cá nhân."
viewpoint,"<img src=""viewpoint.jpg"">",/ˈvjuːpɔɪnt/,[sound:viewpoint.mp3],"quan điểm, góc nhìn","From a scientific {{c1::viewpoint}}, his theory makes complete sense.","Cách nhìn nhận, thái độ hoặc lập trường của một người đối với một vấn đề nào đó.",A person's opinion or point of view; a position from which something is observed.,"from my viewpoint, express a viewpoint, alternative viewpoint","Syn: point of view, perspective, opinion; Ant: None",None,Compound noun: view (nhìn) + point (điểm).,"Neutral to Formal. Rất thông dụng trong viết luận, thảo luận và báo chí."
requirement,"<img src=""requirement.jpg"">",/rɪˈkwaɪəmənt/,[sound:requirement.mp3],"yêu cầu, điều kiện bắt buộc",A high TOEFL score is a key {{c1::requirement}} for studying abroad.,"Điều bắt buộc phải có, phải làm hoặc phải đạt được trước khi thực hiện điều gì khác.",A thing that is needed or wanted; a condition that must be met.,"meet the requirements, entry requirements, basic requirement","Syn: prerequisite, necessity, condition; Ant: option, elective",None,"Root: require (yêu cầu, từ Latin 'requaerere' - tìm kiếm lại) + Suffix: -ment (trạng thái/kết quả).","Neutral to Formal. Dùng nhiều trong thủ tục hành chính, mô tả công việc (job description) và giáo dục."
to-do list,,/tə ˈduː lɪst/,[sound:to-dolist.mp3],danh sách việc cần làm,I have so many tasks on my {{c1::to-do list}} today.,Một bản ghi chép liệt kê những công việc cần hoàn thành trong một ngày hoặc một dự án.,"A list of tasks that need to be completed, typically organized in order of priority.","make a to-do list, daily to-do list, cross off a to-do list","Syn: task list, checklist; Ant: None",tick off (đánh dấu hoàn thành),Compound phrase: to-do (cần làm) + list (danh sách).,"Neutral to Informal. Thường dùng trong đời sống cá nhân, lập kế hoạch công việc hàng ngày."
career,"<img src=""career.jpg"">",/kəˈrɪə(r)/,[sound:career.mp3],sự nghiệp,She chose to pursue a {{c1::career}} in medicine.,"Hành trình công việc lâu dài, có định hướng phát triển và thăng tiến, khác với một công việc ngắn hạn (job).",An occupation undertaken for a significant period of a person's life and with opportunities for progress.,"career path, career advancement, pursue a career","Syn: profession, occupation, vocation; Ant: hobby, amusement",None,"Bắt nguồn từ tiếng Latin 'carraria' (đường xe chạy), từ 'carrus' (xe kéo) -> con đường phát triển công danh.","Neutral. Phổ biến khi nói về phát triển bản thân, công việc chuyên môn lâu dài."
duty,"<img src=""duty.jpg"">",/ˈdjuːti/,[sound:duty.mp3],"nhiệm vụ, bổn phận, thuế quan",It is the {{c1::duty}} of every citizen to obey the law.,Trách nhiệm đạo đức hoặc pháp lý mà ai đó phải thực hiện; hoặc công việc bắt buộc trong chức vụ.,A moral or legal obligation; a responsibility.,"do one's duty, sense of duty, on duty","Syn: obligation, responsibility, task; Ant: exemption, privilege",duty-bound (có nghĩa vụ phải làm),"Root: due (thuộc về bổn phận, từ tiếng Pháp cổ 'deu') + Suffix: -ty (chỉ trạng thái/phẩm chất).","Neutral to Formal. Thường dùng khi nói về nghĩa vụ công dân, công việc hành chính hoặc trách nhiệm gia đình."
habit,"<img src=""habit.jpg"">",/ˈhæbɪt/,[sound:habit.mp3],thói quen,Reading books every night has become a good {{c1::habit}} of mine.,"Hành động được lặp đi lặp lại thường xuyên, đôi khi tự động không cần suy nghĩ.","A settled or regular tendency or practice, especially one that is hard to give up.","develop a habit, break a habit, bad habit","Syn: custom, routine, practice; Ant: exception",by force of habit (theo thói quen),"Từ tiếng Pháp cổ 'abit' (trang phục hoặc trạng thái tinh thần), từ tiếng Latin 'habitus' (trạng thái, thể chất).","Neutral. Dùng phổ biến trong đời sống sinh hoạt, tâm lý học."
significant,"<img src=""significant.jpg"">",/sɪɡˈnɪfɪkənt/,[sound:significant.mp3],"đáng kể, quan trọng, có ý nghĩa",There has been a {{c1::significant}} increase in the cost of living.,Đủ lớn hoặc đủ quan trọng để được chú ý hoặc có ảnh hưởng rõ rệt.,Sufficiently great or important to be worthy of attention; noteworthy.,"significant change, significant impact, statistically significant","Syn: important, substantial, meaningful; Ant: insignificant, minor, trivial",significant other (vợ/chồng/người yêu),"Root: signum (dấu hiệu) + facere (làm ra) -> tạo ra dấu hiệu, có ý nghĩa biểu đạt.","Neutral to Academic. Thường xuyên sử dụng trong nghiên cứu khoa học, phân tích thống kê và viết luận."
time management,,/ˈtaɪm mæn.ɪdʒ.mənt/,[sound:timemanagement.mp3],quản lý thời gian,Good {{c1::time management}} skills help students balance study and relaxation.,"Kỹ năng tổ chức, sắp xếp và phân bổ thời gian hợp lý cho các hoạt động khác nhau nhằm tối ưu hiệu quả.",The ability to use one's time effectively or productively.,"time management skills, effective time management, poor time management","Syn: time scheduling / Ant: procrastination, time wasting","make time, run out of time",time (thời gian) + manage (quản lý) + -ment (hậu tố danh từ),Neutral/Academic - Thường dùng trong học tập và công việc.
contribute,"<img src=""contribute.jpg"">",/kənˈtrɪb.juːt/,[sound:contribute.mp3],"đóng góp, cống hiến",Everyone is encouraged to {{c1::contribute}} their ideas during the meeting.,"Đóng góp ý kiến, tiền bạc, công sức vào một mục đích chung hoặc dự án tập thể.",To give something in order to help achieve or provide something.,"contribute to, contribute significantly, contribute money","Syn: donate, provide / Ant: withhold, take","chip in, pitch in","con- (cùng nhau) + tribuere (phân phát, giao)",Formal/Neutral - Dùng phổ biến trong văn viết và giao tiếp trang trọng.
budget,"<img src=""budget.jpg"">",/ˈbʌdʒ.ɪt/,[sound:budget.mp3],"ngân sách, kế hoạch chi tiêu",They are trying to live on a strict monthly {{c1::budget}}.,Số tiền được lập kế hoạch để chi tiêu trong một thời hạn nhất định.,An estimate of income and expenditure for a set period of time.,"tight budget, annual budget, budget cut","Syn: financial plan, allowance | Ant: N/A",on a shoestring budget,Gốc tiếng Pháp cổ 'bougette' (túi da nhỏ chứa tiền).,Neutral/Business - Dùng phổ biến trong tài chính cá nhân và doanh nghiệp.
focus,"<img src=""focus.jpg"">",/ˈfəʊ.kəs/,[sound:focus.mp3],tập trung,You need to {{c1::focus}} on your studies if you want to pass the exam.,"Dồn sự chú ý, năng lượng hoặc tài nguyên vào một đối tượng hoặc công việc cụ thể.",To give your full attention to what you are doing.,"focus on, main focus, sharpen focus","Syn: concentrate, pay attention / Ant: distract, ignore","zero in on, pay attention to","Gốc La-tông 'focus' (lò sưởi, điểm trung tâm tập nhiệt)",Neutral - Dùng được trong hầu hết mọi ngữ cảnh.
freshmen,"<img src=""freshmen.jpg"">",/ˈfreʃ.mən/,[sound:freshmen.mp3],sinh viên/học sinh năm nhất,The university hosted a welcome orientation for all new {{c1::freshmen}}.,Danh từ số nhiều chỉ những người mới vào học năm đầu tiên tại trường đại học hoặc trung học phổ thông.,"Students in their first year at a high school, college, or university.","college freshmen, incoming freshmen, freshmen orientation","Syn: newcomers, first-year students / Ant: seniors",wet behind the ears,fresh (mới) + men (những người),Neutral/Informal - Thường dùng trong văn hóa giáo dục Mỹ.
diagnose,"<img src=""diagnose.jpg"">",/ˈdaɪ.əɡ.nəʊz/,[sound:diagnose.mp3],chẩn đoán,The doctor was able to {{c1::diagnose}} her illness quickly.,Xác định nguyên nhân hoặc bản chất của căn bệnh hay sự cố dựa trên triệu chứng và sự kiểm tra.,To identify the nature of an illness or other problem by examination.,"diagnose a disease, accurately diagnose, diagnose someone with","Syn: identify, detect / Ant: misdiagnose, overlook",pinpoint the cause,dia- (thông qua) + gnos- (nhận biết),Formal/Technical - Thường dùng trong ngành y tế và kỹ thuật.
struggle,"<img src=""struggle.jpg"">",/ˈstrʌɡ.əl/,[sound:struggle.mp3],"đấu tranh, vật lộn, gặp khó khăn",Many students {{c1::struggle}} with time management when starting university.,Gặp khó khăn lớn trong việc làm một việc gì đó hoặc cố gắng vượt qua nghịch cảnh.,To make forceful or violent efforts to get free or to strive to achieve something despite difficulty.,"struggle for survival, struggle against hardship, financial struggle","Syn: strive, grapple, toil | Ant: succeed easily, flourish",an uphill struggle,Có nguồn gốc từ tiếng Anh trung đại 'struglen'.,Neutral - Miêu tả sự nỗ lực khó khăn.
examine,"<img src=""examine.jpg"">",/ɪɡˈzæm.ɪn/,[sound:examine.mp3],"khám, kiểm tra, xem xét",The doctor will {{c1::examine}} your throat to see if it is inflamed.,"Quan sát, nghiên cứu hoặc kiểm tra kỹ lưỡng người hoặc vật để phát hiện các đặc điểm hoặc vấn đề.",To inspect someone or something thoroughly in order to determine their condition.,"examine carefully, examine closely, examine a patient","Syn: inspect, scrutinize, check / Ant: ignore, neglect","look over, check out","Gốc La-tông 'examinare' (cân nhắc, kiểm tra kỹ)","Formal/Neutral - Dùng rộng rãi trong y tế, pháp luật và đời sống."
assignment,"<img src=""assignment.jpg"">",/əˈsaɪn.mənt/,[sound:assignment.mp3],"bài tập, nhiệm vụ được giao",We must submit our history {{c1::assignment}} before Friday.,"Công việc hoặc bài học được người có thẩm quyền (giáo viên, cấp trên) phân công hoàn thành.",A piece of work or task given to someone as part of a job or course of study.,"complete an assignment, submit an assignment, homework assignment","Syn: task, duty, project / Ant: pastime, hobby","hand in, turn in",ad- (hướng tới) + sign (giao việc) + -ment (danh từ),Neutral/Academic - Rất phổ biến trong nhà trường và văn phòng.
deadline,"<img src=""deadline.jpg"">",/ˈded.laɪn/,[sound:deadline.mp3],hạn chót,The {{c1::deadline}} for the project is midnight tonight.,Mốc thời gian giới hạn cuối cùng mà một công việc phải được hoàn thành.,The latest time or date by which something should be completed.,"meet a deadline, miss a deadline, strict deadline","Syn: due date, time limit / Ant: start date","race against time, beat the clock",dead (cố định/không thể vượt) + line (vạch ranh giới),Neutral/Informal - Dùng vô cùng rộng rãi trong công việc và học tập.
pleasant,"<img src=""pleasant.jpg"">",/ˈplez.ənt/,[sound:pleasant.mp3],"dễ chịu, thoải mái",We had a very {{c1::pleasant}} evening chatting with our neighbors.,"Mang lại cảm giác dễ chịu, vui vẻ hoặc miêu tả người/sự việc lịch sự, đáng yêu.",Giving a sense of happy satisfaction or enjoyment; friendly and likeable.,"pleasant surprise, pleasant atmosphere, pleasant experience","Syn: enjoyable, agreeable, nice / Ant: unpleasant, disagreeable",a breath of fresh air,please (làm hài lòng) + -ant (hậu tố tính từ),Neutral - Dùng phổ biến trong văn nói và văn viết daily.
dependable,"<img src=""dependable.jpg"">",/dɪˈpen.də.bəl/,[sound:dependable.mp3],đáng tin cậy,He is a {{c1::dependable}} car mechanic who never overcharges his clients.,"Có thể tin tưởng, dựa dẫm vào được vì sự ổn định và nhất quán.",Trustworthy and reliable.,"dependable friend, highly dependable, dependable service","Syn: reliable, trustworthy, steadfast | Ant: undependable, unreliable",count on,depend (động từ: phụ thuộc) + -able (hậu tố: có thể),"Neutral/Formal - Dùng nhiều trong đánh giá nhân sự, tính cách."
hesitant,"<img src=""hesitant.jpg"">",/ˈhez.ɪ.tənt/,[sound:hesitant.mp3],"ngập ngừng, do dự",She felt {{c1::hesitant}} about sharing her personal opinion.,"Tâm trạng ngần ngại, chưa muốn hành động ngay vì lo lắng hoặc chưa chắc chắn.","Tentative, unsure, or slow in acting or speaking.","feel hesitant, hesitant step, hesitant about doing","Syn: reluctant, uncertain, indecisive / Ant: decisive, confident","have second thoughts, sit on the fence",hesitate (do dự) + -ant (hậu tố tính từ),Neutral - Miêu tả trạng thái tâm lý và thái độ.
satisfactory,"<img src=""satisfactory.jpg"">",/ˌsæt.ɪsˈfæk.tər.i/,[sound:satisfactory.mp3],"thỏa đáng, đạt yêu cầu","His exam result was {{c1::satisfactory}}, though not outstanding.","Đạt mức tiêu chuẩn đủ tốt, đáp ứng được mong đợi hoặc mục tiêu ra.",Fulfilling expectations or needs; acceptable.,"satisfactory answer, satisfactory outcome, satisfactory performance","Syn: acceptable, adequate, decent / Ant: unsatisfactory, inadequate","pass muster, up to par",satisfy (làm thỏa mãn) + -factory (tạo tính từ),"Formal/Neutral - Dùng trong đánh giá, báo cáo công việc/học tập."
summer break,"<img src=""summerbreak.jpg"">",/ˈsʌm.ər breɪk/,[sound:summerbreak.mp3],kỳ nghỉ hè,Many students look forward to travelling during the {{c1::summer break}}.,"Khoảng thời gian học sinh, sinh viên được nghỉ học vào mùa hè.",A vacation period in the summer between school academic years.,"during summer break, summer break trip, enjoy summer break","Syn: summer vacation, summer holiday / Ant: school term, semester",take time off,"summer (mùa hè) + break (kỳ nghỉ, ngắt quãng)",Neutral/Informal - Dùng trong môi trường giáo dục.
hands-on,"<img src=""hands-on.jpg"">",/ˌhændzˈɒn/,[sound:hands-on.mp3],"thực hành, thực tế",The course provides students with {{c1::hands-on}} experience in software development.,"Tham gia trực tiếp, trải nghiệm hoặc thực hành thay vì chỉ học lý thuyết.",Involving or offering active participation and practical experience.,"hands-on experience, hands-on training, hands-on approach","Syn: practical, empirical, experiential | Ant: theoretical, passive",get one's hands dirty,hands (tay) + -on (trên) -> chạm tay trực tiếp làm việc.,Neutral/Business - Rất phổ biến trong tuyển dụng và giáo dục.
behave,"<img src=""behave.jpg"">",/bɪˈheɪv/,[sound:behave.mp3],"cư xử, ứng xử",Children are expected to {{c1::behave}} well in public spaces.,"Thực hiện các hành vi, cử chỉ phù hợp với quy chuẩn xã hội hoặc đạo đức.","To act in a specified way, especially towards others.","behave well, behave badly, behave yourself","Syn: act, conduct oneself / Ant: misbehave","behave oneself, mind your manners","be- (làm cho) + have (nắm giữ, điều khiển bản thân)","Neutral - Thường dùng trong lời khuyên, giáo dục thái độ."
skip,"<img src=""skip.jpg"">",/skɪp/,[sound:skip.mp3],"bỏ qua, trốn (học/bữa ăn)",You shouldn't {{c1::skip}} breakfast because it is the most important meal.,"Không tham gia, không làm hoặc bỏ qua một phần/một bước nào đó.",To leave out or fail to attend/do something.,"skip class, skip breakfast, skip a page","Syn: omit, miss, bypass / Ant: attend, include","skip out on, cut class","Gốc Bắc Âu cổ 'skoppa' (nhảy nhót, nhảy qua)",Informal/Neutral - Thường dùng trong giao tiếp đời thường.
gain,"<img src=""gain.jpg"">",/ɡeɪn/,[sound:gain.mp3],"đạt được, tăng thêm",Working abroad helped her {{c1::gain}} valuable experience.,"Có thêm hoặc nhận được kiến thức, tài sản, lợi ích hoặc sự gia tăng về trọng lượng/tốc độ.",To obtain or secure something wanted or needed.,"gain experience, gain weight, gain confidence","Syn: acquire, obtain, earn / Ant: lose, forfeit","gain ground, gain control","Gốc Pháp cổ 'gaigner' (thu hoạch, đạt được)",Neutral - Dùng phổ biến trong cả nói và viết.
adjust,"<img src=""adjust.jpg"">",/əˈdʒʌst/,[sound:adjust.mp3],"điều chỉnh, thích nghi",It took him a few months to {{c1::adjust}} to the new climate.,Thay đổi nhỏ để phù hợp hơn với hoàn cảnh mới hoặc đạt vị trí mong muốn.,To alter or move something slightly in order to achieve the desired fit or result.,"adjust to, adjust settings, adjust finely","Syn: adapt, modify, alter / Ant: maintain, keep","get used to, fit in",ad- (hướng tới) + justus (đúng đắn/vừa vặn),"Neutral - Phổ biến trong đời sống, kỹ thuật và tâm lý."
consumption,"<img src=""consumption.jpg"">",/kənˈsʌmp.ʃən/,[sound:consumption.mp3],"sự tiêu thụ, lượng tiêu thụ",The doctor recommended reducing the {{c1::consumption}} of sugary drinks.,"Hành động sử dụng, ăn uống, hoặc tiêu tốn tài nguyên/hàng hóa.",The using up of a resource or the eating/drinking of something.,"energy consumption, fuel consumption, human consumption","Syn: usage, utilization, intake | Ant: production, creation",conspicuous consumption,consume (động từ: tiêu thụ) + -tion (hậu tố tạo danh từ).,"Formal/Academic - Dùng nhiều trong báo cáo khoa học, kinh tế, sức khỏe."
recipe,"<img src=""recipe.jpg"">",/ˈres.ə.pi/,[sound:recipe.mp3],"công thức nấu ăn, bí quyết",She followed a secret family {{c1::recipe}} to make the chocolate cake.,Tập hợp các hướng dẫn chuẩn bị và nấu món ăn; hoặc phương pháp đạt thành công.,A set of instructions for preparing a particular dish.,"follow a recipe, recipe for success, secret recipe","Syn: formula, instructions, method / Ant: N/A",a recipe for disaster,Gốc La-tông 'recipe' (mệnh lệnh: hãy lấy/nhận),Neutral - Dùng trong ẩm thực và ẩn dụ đời sống.
feature,"<img src=""feature.jpg"">",/ˈfiː.tʃər/,[sound:feature.mp3],"đặc điểm, tính năng",The safety system is an important {{c1::feature}} of this new car.,"Điểm đặc trưng, tính năng nổi bật của một sản phẩm, vật thể hay con người.",A distinctive attribute or aspect of something.,"key feature, main feature, new feature","Syn: characteristic, trait, aspect / Ant: N/A",double feature,"Gốc La-tông 'factura' (dáng vẻ, sự hình thành)","Neutral/Business - Dùng khi mô tả sản phẩm, kỹ thuật, diện mạo."
determined,"<img src=""determined.jpg"">",/dɪˈtɜː.mɪnd/,[sound:determined.mp3],"quyết tâm, kiên quyết",She is {{c1::determined}} to succeed in her medical career.,"Ý chí mạnh mẽ, không lùi bước trước khó khăn để đạt bằng được mục tiêu.",Having made a firm decision and being resolved not to change it.,"determined to, highly determined, remain determined","Syn: resolute, steadfast, persistent / Ant: hesitant, undecided","set one's heart on, set one's mind to",de- (hoàn toàn) + termin- (giới hạn) + -ed (tính từ),Neutral - Miêu tả phẩm chất tính cách tích cực.
responsibility,"<img src=""responsibility.jpg"">",/rɪˌspɒn.səˈbɪl.ə.ti/,[sound:responsibility.mp3],trách nhiệm,Taking care of pets teaches children about {{c1::responsibility}}.,"Bổn phận, nhiệm vụ phải hoàn thành hoặc nghĩa vụ gánh chịu hậu quả.",The state or fact of having a duty to deal with something.,"take responsibility, sense of responsibility, social responsibility","Syn: duty, obligation, accountability / Ant: irresponsibility","shoulder the burden, the buck stops here",respond (phản hồi) + -ible (có thể) + -ity (danh từ),Formal/Neutral - Rất thông dụng trong công việc và xã hội.
washing-up,"<img src=""washing-up.jpg"">",/ˌwɒʃ.ɪŋˈʌp/,[sound:washing-up.mp3],việc rửa chén bát,"After dinner, it is my turn to do the {{c1::washing-up}}.","Công việc rửa bát đĩa, chén muỗng sau bữa ăn.","The act of washing dishes, plates, cutlery, etc. after a meal.","do the washing-up, washing-up liquid, pile of washing-up","Syn: dishwashing, doing the dishes / Ant: N/A",wash up,wash (rửa) + -ing + up (tiểu từ hoàn thành),Informal/Neutral - Từ Anh-Anh (British English) dùng trong gia đình.
schedule,"<img src=""schedule.jpg"">",/ˈʃed.juːl/,[sound:schedule.mp3],"lịch trình, thời gian biểu",I have a tight {{c1::schedule}} today with back-to-back meetings.,Bảng kế hoạch sắp xếp công việc hoặc sự kiện theo thứ tự thời gian.,A plan that gives a list of events/tasks and the times for each.,"busy schedule, ahead of schedule, behind schedule","Syn: timetable, program, agenda / Ant: N/A","on schedule, clear one's schedule",Gốc La-tông 'schedula' (mảnh giấy danh sách),Neutral - Sử dụng cực kỳ phổ biến trong đời sống và văn phòng.
purpose,"<img src=""purpose.jpg"">",/ˈpɜː.pəs/,[sound:purpose.mp3],"mục đích, ý nghĩa",The primary {{c1::purpose}} of this meeting is to review our budget.,Lý do hay mục tiêu mà một hành động/sự việc được thực hiện nhằm hướng tới.,The reason for which something is done or created.,"main purpose, serve a purpose, sense of purpose","Syn: aim, goal, objective / Ant: aimlessness",on purpose,"pro- (phía trước) + pos- (đặt, để)",Neutral/Formal - Dùng trong trang trọng lẫn đời sống.
disease,"<img src=""disease.jpg"">",/dɪˈziːz/,[sound:disease.mp3],"bệnh tật, căn bệnh",Regular exercise can help prevent heart {{c1::disease}}.,"Trạng thái rối loạn sức khỏe do nhiễm trùng, di truyền hoặc lối sống.","A disorder of structure or function in a human, animal, or plant.","infectious disease, heart disease, prevent disease","Syn: illness, sickness, ailment / Ant: health, wellness",spread like wildfire,"dis- (mất/không) + ease (sự thoải mái, khỏe mạnh)",Formal/Neutral - Thuật ngữ y khoa và đời sống.
promote,"<img src=""promote.jpg"">",/prəˈməʊt/,[sound:promote.mp3],"thúc đẩy, thăng chức, quảng bá",Eating vegetables helps to {{c1::promote}} good health.,"Khuyến khích sự phát triển, cất nhắc vị trí làm việc, hoặc quảng cáo sản phẩm.","To support or encourage the cause, venture, or growth of something.","promote health, promote a product, get promoted","Syn: encourage, foster, advance / Ant: hinder, demote","climb the ladder, pave the way",pro- (phía trước) + movere (di chuyển),"Neutral/Formal - Dùng trong kinh doanh, y tế, quản trị nhân sự."
self-reliant,"<img src=""self-reliant.jpg"">",/ˌself.rɪˈlaɪ.ənt/,[sound:self-reliant.mp3],"tự lực, tự lập",Living alone taught him how to be completely {{c1::self-reliant}}.,Có khả năng tự làm mọi việc và đưa ra quyết định mà không cần sự giúp đỡ của người khác.,Reliant on one's own powers and resources rather than those of others.,"become self-reliant, highly self-reliant, self-reliant individual","Syn: independent, self-sufficient, autonomous | Ant: dependent, reliant",stand on one's own two feet,self (bản thân) + reliant (phụ thuộc/tự tin) -> tự phụ thuộc vào bản thân.,Neutral/Formal - Mang sắc thái tích cực khen ngợi tính tự lập.
dominant,"<img src=""dominant.jpg"">",/ˈdɒm.ɪ.nənt/,[sound:dominant.mp3],"chiếm ưu thế, chủ đạo",English is currently the {{c1::dominant}} language in global business.,"Có tầm ảnh hưởng, sức mạnh hoặc quy mô áp đảo các yếu tố khác.","Most important, powerful, or influential.","dominant role, dominant culture, dominant position","Syn: commanding, prevailing, chief / Ant: recessive, subordinate","have the upper hand, call the shots",dominus (chủ nhân) + -ant (tính từ),"Formal/Academic - Phổ biến trong phân tích kinh tế, sinh học, xã hội."
